CustomerID,Recency,Frequency,Total_Items,Monetary,Avg_Order_Value,Cluster,Cluster_Name
CUST_0060,61,5,31,683.23,136.64600000000002,2,Dormant
CUST_0061,12,44,439,42233.03,959.8415909090909,1,VIP
CUST_0062,32,7,23,351.09999999999997,50.15714285714285,2,Dormant
CUST_0063,73,5,30,1241.4100000000003,248.28200000000007,2,Dormant
CUST_0064,39,12,125,4029.9600000000005,335.83000000000004,1,VIP
CUST_0065,64,4,24,677.88,169.47,2,Dormant
CUST_0066,83,1,6,181.95,181.95,0,At Risk / Lost
CUST_0067,25,12,91,4607.02,383.91833333333335,1,VIP
CUST_0068,92,6,38,830.71,138.45166666666668,2,Dormant
CUST_0069,2,23,125,5591.18,243.09478260869565,1,VIP
CUST_0070,176,1,6,315.08,315.08,0,At Risk / Lost
CUST_0071,11,4,18,542.86,135.715,3,Standard
CUST_0072,27,33,605,35475.479999999996,1075.0145454545454,1,VIP
CUST_0073,41,1,3,42.21,42.21,0,At Risk / Lost
CUST_0074,166,1,5,188.05,188.05,0,At Risk / Lost
CUST_0075,26,3,15,853.56,284.52,3,Standard
CUST_0076,9,17,138,7459.240000000001,438.7788235294118,1,VIP
CUST_0077,64,6,42,1781.9100000000003,296.98500000000007,2,Dormant
CUST_0078,47,5,25,1153.07,230.61399999999998,2,Dormant
CUST_0079,176,1,2,136.96,136.96,0,At Risk / Lost
CUST_0080,126,1,1,9.84,9.84,0,At Risk / Lost
CUST_0081,5,21,139,3578.3800000000006,170.39904761904765,1,VIP
CUST_0082,4,3,16,776.6100000000001,258.87000000000006,3,Standard
CUST_0083,66,1,1,52.0,52.0,0,At Risk / Lost
CUST_0084,71,4,27,695.42,173.855,2,Dormant
CUST_0085,146,1,4,143.41,143.41,0,At Risk / Lost
CUST_0086,181,1,1,13.68,13.68,0,At Risk / Lost
CUST_0087,24,12,70,3018.14,251.51166666666666,1,VIP
CUST_0088,8,24,147,5983.57,249.31541666666666,1,VIP
CUST_0089,7,4,35,854.19,213.5475,3,Standard
CUST_0090,68,1,8,179.14000000000001,179.14000000000001,0,At Risk / Lost
CUST_0091,75,5,34,1145.7199999999998,229.14399999999995,2,Dormant
CUST_0092,30,19,101,5017.82,264.0957894736842,1,VIP
CUST_0093,25,1,2,27.94,27.94,0,At Risk / Lost
CUST_0094,11,7,61,1718.6999999999998,245.5285714285714,3,Standard
CUST_0095,17,4,24,812.85,203.2125,3,Standard
CUST_0096,168,1,4,25.76,25.76,0,At Risk / Lost
CUST_0097,56,3,11,263.98,87.99333333333334,2,Dormant
CUST_0098,54,12,89,4859.38,404.9483333333333,2,Dormant
CUST_0099,15,5,13,818.8199999999999,163.76399999999998,3,Standard
CUST_0100,247,1,5,115.45,115.45,0,At Risk / Lost
CUST_0101,90,4,18,857.22,214.305,2,Dormant
CUST_0102,83,6,36,1223.1799999999998,203.86333333333332,2,Dormant
CUST_0103,7,16,161,7316.53,457.283125,1,VIP
CUST_0104,79,1,4,121.96,121.96,0,At Risk / Lost
CUST_0105,56,6,47,2014.9799999999998,335.83,2,Dormant
CUST_0106,93,6,19,901.05,150.17499999999998,2,Dormant
CUST_0107,15,22,116,4462.17,202.8259090909091,1,VIP
CUST_0108,109,1,11,311.86,311.86,0,At Risk / Lost
CUST_0109,10,31,378,42341.07000000001,1365.8409677419356,1,VIP
CUST_0110,10,5,21,621.77,124.354,3,Standard
CUST_0111,114,3,27,717.85,239.28333333333333,2,Dormant
CUST_0112,6,24,122,5417.36,225.72333333333333,1,VIP
CUST_0113,163,6,33,1824.72,304.12,2,Dormant
CUST_0114,334,1,5,234.64,234.64,0,At Risk / Lost
CUST_0115,5,20,109,3488.8299999999995,174.44149999999996,1,VIP
CUST_0116,60,1,5,264.25,264.25,0,At Risk / Lost
CUST_0117,98,2,8,175.2,87.6,0,At Risk / Lost
CUST_0118,31,16,180,6737.99,421.124375,1,VIP
CUST_0119,2,24,147,7098.3099999999995,295.7629166666666,1,VIP
CUST_0120,55,6,24,961.1800000000001,160.1966666666667,2,Dormant
CUST_0121,27,21,113,3603.7699999999995,171.60809523809522,1,VIP
CUST_0122,35,7,27,858.51,122.64428571428572,2,Dormant
CUST_0123,193,3,16,711.54,237.17999999999998,2,Dormant
CUST_0124,14,5,14,422.71000000000004,84.542,3,Standard
CUST_0125,232,1,5,75.8,75.8,0,At Risk / Lost
CUST_0126,26,6,16,595.3,99.21666666666665,3,Standard
CUST_0127,275,1,3,38.97,38.97,0,At Risk / Lost
CUST_0128,7,7,54,2076.59,296.6557142857143,3,Standard
CUST_0129,157,7,51,1770.9099999999999,252.98714285714283,2,Dormant
CUST_0130,18,4,23,1255.72,313.93,3,Standard
CUST_0131,107,1,3,44.78,44.78,0,At Risk / Lost
CUST_0132,5,25,470,42673.3,1706.932,1,VIP
CUST_0133,15,4,30,1272.76,318.19,3,Standard
CUST_0134,47,4,13,293.92999999999995,73.48249999999999,2,Dormant
CUST_0135,176,2,19,1016.94,508.47,2,Dormant
CUST_0136,329,1,4,107.94,107.94,0,At Risk / Lost
CUST_0137,27,17,125,3234.07,190.2394117647059,1,VIP
CUST_0138,17,5,19,524.91,104.982,3,Standard
CUST_0139,79,4,21,763.2900000000001,190.82250000000002,2,Dormant
CUST_0140,72,7,50,2356.8499999999995,336.69285714285706,2,Dormant
CUST_0141,49,8,48,1642.1599999999999,205.26999999999998,2,Dormant
CUST_0142,14,7,38,1348.05,192.57857142857142,3,Standard
CUST_0143,41,6,36,541.0100000000001,90.16833333333335,2,Dormant
CUST_0144,38,7,73,2618.34,374.04857142857145,2,Dormant
CUST_0145,25,4,23,875.38,218.845,3,Standard
CUST_0146,36,3,27,834.78,278.26,2,Dormant
CUST_0147,47,5,18,608.88,121.776,2,Dormant
CUST_0148,66,4,13,186.70000000000002,46.675000000000004,2,Dormant
CUST_0149,207,3,25,838.8799999999999,279.6266666666666,2,Dormant
CUST_0150,4,16,72,2965.5099999999993,185.34437499999996,1,VIP
CUST_0151,131,4,26,715.31,178.8275,2,Dormant
CUST_0152,2,40,709,75571.98999999999,1889.2997499999997,1,VIP
CUST_0153,52,1,8,387.98999999999995,387.98999999999995,0,At Risk / Lost
CUST_0154,69,6,60,2457.74,409.6233333333333,2,Dormant
CUST_0155,304,1,1,8.57,8.57,0,At Risk / Lost
CUST_0156,8,9,109,5253.17,583.6855555555555,1,VIP
CUST_0157,3,1,3,34.8,34.8,3,Standard
CUST_0158,40,2,8,110.14,55.07,0,At Risk / Lost
CUST_0159,125,1,4,27.64,27.64,0,At Risk / Lost
CUST_0160,176,4,25,781.65,195.4125,2,Dormant
CUST_0161,16,17,115,3932.75,231.33823529411765,1,VIP
CUST_0162,40,12,59,3195.7999999999997,266.31666666666666,2,Dormant
CUST_0163,81,4,27,716.9100000000001,179.22750000000002,2,Dormant
CUST_0164,4,3,16,1018.1,339.3666666666667,3,Standard
CUST_0165,38,10,91,4858.8099999999995,485.881,1,VIP
CUST_0166,20,48,675,68610.13,1429.3777083333334,1,VIP
CUST_0167,10,12,84,2935.62,244.635,1,VIP
CUST_0168,6,1,5,82.8,82.8,3,Standard
CUST_0169,36,1,1,18.34,18.34,0,At Risk / Lost
CUST_0170,75,2,21,813.4800000000001,406.74000000000007,2,Dormant
CUST_0171,118,3,20,575.01,191.67,2,Dormant
CUST_0172,18,7,40,1091.3899999999999,155.91285714285712,3,Standard
CUST_0173,60,5,37,1472.82,294.56399999999996,2,Dormant
CUST_0174,99,4,11,231.45,57.8625,2,Dormant
CUST_0175,172,8,44,1644.35,205.54375,2,Dormant
CUST_0176,31,3,9,336.71000000000004,112.23666666666668,2,Dormant
CUST_0177,24,6,66,3126.28,521.0466666666667,3,Standard
CUST_0178,3,19,111,6080.459999999999,320.02421052631576,1,VIP
CUST_0179,35,5,33,718.68,143.736,2,Dormant
CUST_0180,8,17,131,4797.17,282.1864705882353,1,VIP
CUST_0181,23,18,141,6614.61,367.4783333333333,1,VIP
CUST_0182,33,5,33,1307.31,261.462,2,Dormant
CUST_0183,112,6,52,1474.53,245.755,2,Dormant
CUST_0184,87,7,66,2302.8199999999997,328.97428571428566,2,Dormant
CUST_0185,363,1,11,302.62999999999994,302.62999999999994,0,At Risk / Lost
CUST_0186,4,11,84,4341.61,394.6918181818182,1,VIP
CUST_0187,64,4,45,1250.81,312.7025,2,Dormant
CUST_0188,214,5,22,467.38999999999993,93.47799999999998,2,Dormant
CUST_0189,31,2,17,529.64,264.82,2,Dormant
CUST_0190,68,3,22,496.43,165.47666666666666,2,Dormant
CUST_0191,45,4,26,730.6999999999999,182.67499999999998,2,Dormant
CUST_0192,244,2,8,510.08,255.04,0,At Risk / Lost
CUST_0193,5,24,227,12957.9,539.9125,1,VIP
CUST_0194,68,7,66,2737.93,391.1328571428571,2,Dormant
CUST_0195,21,6,33,959.9100000000001,159.985,3,Standard
CUST_0196,293,1,5,141.26999999999998,141.26999999999998,0,At Risk / Lost
CUST_0197,15,4,15,453.51,113.3775,3,Standard
CUST_0198,67,7,21,439.75,62.82142857142857,2,Dormant
CUST_0199,3,8,58,1471.47,183.93375,3,Standard
CUST_0200,23,21,143,5290.4800000000005,251.92761904761906,1,VIP
CUST_0201,38,14,84,3177.48,226.96285714285713,1,VIP
CUST_0202,39,15,144,5631.04,375.4026666666667,1,VIP
CUST_0203,189,1,8,93.28,93.28,0,At Risk / Lost
CUST_0204,11,21,132,7110.3,338.5857142857143,1,VIP
CUST_0205,14,6,28,819.96,136.66,3,Standard
CUST_0206,28,26,264,20394.29,784.3957692307692,1,VIP
CUST_0207,67,11,49,1805.87,164.17,2,Dormant
CUST_0208,176,1,4,45.10000000000001,45.10000000000001,0,At Risk / Lost
CUST_0209,114,5,21,571.64,114.328,2,Dormant
CUST_0210,95,6,41,2274.68,379.1133333333333,2,Dormant
CUST_0211,23,17,126,5313.87,312.5805882352941,1,VIP
CUST_0212,143,1,1,42.54,42.54,0,At Risk / Lost
CUST_0213,16,3,4,68.06,22.686666666666667,3,Standard
CUST_0214,32,7,40,1248.7000000000003,178.38571428571433,2,Dormant
CUST_0215,4,18,133,6715.85,373.1027777777778,1,VIP
CUST_0216,37,7,68,2239.8799999999997,319.9828571428571,2,Dormant
CUST_0217,231,1,3,14.309999999999999,14.309999999999999,0,At Risk / Lost
CUST_0218,57,13,139,6760.240000000002,520.0184615384617,1,VIP
CUST_0219,19,3,12,316.38,105.46,3,Standard
CUST_0220,76,1,5,74.51,74.51,0,At Risk / Lost
CUST_0221,34,4,37,1457.0400000000002,364.26000000000005,2,Dormant
CUST_0222,79,4,24,739.82,184.955,2,Dormant
CUST_0223,120,1,2,27.5,27.5,0,At Risk / Lost
CUST_0224,153,2,3,102.07000000000001,51.035000000000004,0,At Risk / Lost
CUST_0225,203,4,10,283.20000000000005,70.80000000000001,2,Dormant
CUST_0226,76,3,3,47.660000000000004,15.886666666666668,0,At Risk / Lost
CUST_0227,137,2,4,229.85000000000002,114.92500000000001,0,At Risk / Lost
CUST_0228,28,10,84,4247.150000000001,424.71500000000003,1,VIP
CUST_0229,7,9,115,3974.09,441.5655555555556,1,VIP
CUST_0230,313,1,4,183.88,183.88,0,At Risk / Lost
CUST_0231,2,23,234,12179.749999999996,529.5543478260868,1,VIP
CUST_0232,168,7,29,1201.79,171.68428571428572,2,Dormant
CUST_0233,42,4,14,293.28,73.32,2,Dormant
CUST_0234,4,35,263,19560.079999999998,558.8594285714286,1,VIP
CUST_0235,68,1,2,40.94,40.94,0,At Risk / Lost
CUST_0236,18,15,122,5025.28,335.01866666666666,1,VIP
CUST_0237,45,5,46,1691.87,338.37399999999997,2,Dormant
CUST_0238,48,7,58,1923.5599999999997,274.79428571428565,2,Dormant
CUST_0239,151,4,18,713.41,178.3525,2,Dormant
CUST_0240,90,2,5,322.49,161.245,0,At Risk / Lost
CUST_0241,145,6,47,2035.3400000000001,339.22333333333336,2,Dormant
CUST_0242,9,3,18,396.27,132.09,3,Standard
CUST_0243,201,4,34,1725.0199999999998,431.25499999999994,2,Dormant
CUST_0244,264,1,4,17.68,17.68,0,At Risk / Lost
CUST_0245,47,5,44,1174.8899999999999,234.97799999999998,2,Dormant
CUST_0246,13,5,22,1081.6999999999998,216.33999999999997,3,Standard
CUST_0247,44,7,28,891.27,127.32428571428571,2,Dormant
CUST_0248,20,20,390,42848.28,2142.4139999999998,1,VIP
CUST_0249,6,5,46,1703.4899999999998,340.698,3,Standard
CUST_0250,46,13,167,9086.869999999999,698.9899999999999,1,VIP
CUST_0251,11,6,33,612.4100000000001,102.06833333333334,3,Standard
CUST_0252,1,20,137,4793.21,239.6605,1,VIP
CUST_0253,3,24,186,10227.73,426.15541666666667,1,VIP
CUST_0254,11,22,240,13757.320000000002,625.3327272727273,1,VIP
CUST_0255,254,1,5,86.33,86.33,0,At Risk / Lost
CUST_0256,138,2,13,654.13,327.065,2,Dormant
CUST_0257,12,22,104,4810.78,218.67181818181817,1,VIP
CUST_0258,75,16,195,6730.7300000000005,420.67062500000003,1,VIP
CUST_0259,6,53,904,55118.12,1039.9645283018867,1,VIP
CUST_0260,170,1,1,18.23,18.23,0,At Risk / Lost
CUST_0261,14,4,13,262.08000000000004,65.52000000000001,3,Standard
CUST_0262,310,1,12,455.61,455.61,0,At Risk / Lost
CUST_0263,189,1,9,398.25,398.25,0,At Risk / Lost
CUST_0264,147,1,7,266.67,266.67,0,At Risk / Lost
CUST_0265,77,6,22,1050.8600000000001,175.14333333333335,2,Dormant
CUST_0266,252,2,8,463.74,231.87,0,At Risk / Lost
CUST_0267,199,1,7,89.37,89.37,0,At Risk / Lost
CUST_0268,71,5,23,895.51,179.102,2,Dormant
CUST_0269,53,3,27,1336.99,445.66333333333336,2,Dormant
CUST_0270,325,1,3,189.84,189.84,0,At Risk / Lost
CUST_0271,56,3,8,494.89,164.96333333333334,2,Dormant
CUST_0272,77,3,14,508.19000000000005,169.39666666666668,2,Dormant
CUST_0273,136,1,10,203.81,203.81,0,At Risk / Lost
CUST_0274,68,7,35,967.95,138.27857142857144,2,Dormant
CUST_0275,23,3,24,773.6300000000001,257.8766666666667,3,Standard
CUST_0276,61,7,27,747.9100000000001,106.84428571428573,2,Dormant
CUST_0277,226,1,2,157.06,157.06,0,At Risk / Lost
CUST_0278,15,4,15,497.38,124.345,3,Standard
CUST_0279,335,1,4,142.8,142.8,0,At Risk / Lost
CUST_0280,225,3,10,334.84,111.61333333333333,0,At Risk / Lost
CUST_0281,113,6,27,755.6200000000001,125.93666666666668,2,Dormant
CUST_0282,73,5,28,1470.79,294.158,2,Dormant
CUST_0283,55,10,53,3635.3199999999997,363.532,2,Dormant
CUST_0284,31,6,53,2142.95,357.1583333333333,2,Dormant
CUST_0285,70,4,17,687.3799999999999,171.84499999999997,2,Dormant
CUST_0286,40,4,19,865.72,216.43,2,Dormant
CUST_0287,35,1,6,79.75999999999999,79.75999999999999,0,At Risk / Lost
CUST_0288,14,15,150,6981.219999999999,465.4146666666666,1,VIP
CUST_0289,7,48,760,43542.62,907.1379166666667,1,VIP
CUST_0290,26,7,61,2041.56,291.65142857142854,2,Dormant
CUST_0291,3,19,121,4003.3500000000004,210.70263157894738,1,VIP
CUST_0292,7,9,108,5940.42,660.0466666666666,1,VIP
CUST_0293,65,7,29,1016.2199999999999,145.1742857142857,2,Dormant
CUST_0294,30,20,129,7163.34,358.16700000000003,1,VIP
CUST_0295,2,41,530,32455.65,791.6012195121951,1,VIP
CUST_0296,200,1,5,49.900000000000006,49.900000000000006,0,At Risk / Lost
CUST_0297,9,8,53,2800.3999999999996,350.04999999999995,3,Standard
CUST_0298,80,8,49,2969.6999999999994,371.2124999999999,2,Dormant
CUST_0299,20,1,4,133.28,133.28,0,At Risk / Lost
CUST_0300,15,7,53,2381.37,340.19571428571425,3,Standard
CUST_0301,7,24,240,7386.329999999998,307.7637499999999,1,VIP
CUST_0302,74,2,15,560.15,280.075,2,Dormant
CUST_0303,289,1,1,47.43,47.43,0,At Risk / Lost
CUST_0304,3,4,32,607.97,151.9925,3,Standard
CUST_0305,21,3,16,576.22,192.07333333333335,3,Standard
CUST_0306,55,3,15,240.64000000000001,80.21333333333334,2,Dormant
CUST_0307,6,20,157,7513.81,375.69050000000004,1,VIP
CUST_0308,305,1,7,251.84000000000003,251.84000000000003,0,At Risk / Lost
CUST_0309,44,4,15,419.03000000000003,104.75750000000001,2,Dormant
CUST_0310,94,2,16,746.2600000000001,373.13000000000005,2,Dormant
CUST_0311,25,6,41,566.55,94.425,3,Standard
CUST_0312,76,7,24,843.68,120.52571428571427,2,Dormant
CUST_0313,56,5,30,1748.3,349.65999999999997,2,Dormant
CUST_0314,70,1,1,15.06,15.06,0,At Risk / Lost
CUST_0315,9,5,41,1548.8200000000002,309.764,3,Standard
CUST_0316,142,4,43,1376.81,344.2025,2,Dormant
CUST_0317,8,3,7,175.09,58.36333333333334,3,Standard
CUST_0318,82,7,49,1866.52,266.6457142857143,2,Dormant
CUST_0319,43,6,26,945.12,157.52,2,Dormant
CUST_0320,5,22,141,6022.6,273.75454545454545,1,VIP
CUST_0321,7,7,36,1119.4,159.91428571428574,3,Standard
CUST_0322,110,12,63,2022.3,168.525,2,Dormant
CUST_0323,35,20,235,9401.449999999999,470.07249999999993,1,VIP
CUST_0324,33,21,179,6695.83,318.8490476190476,1,VIP
CUST_0325,10,12,117,7828.650000000001,652.3875,1,VIP
CUST_0326,56,5,13,376.92,75.384,2,Dormant
CUST_0327,101,2,4,119.12,59.56,0,At Risk / Lost
CUST_0328,147,1,5,112.95,112.95,0,At Risk / Lost
CUST_0329,25,9,62,2958.3500000000004,328.7055555555556,2,Dormant
CUST_0330,3,54,1104,121443.06999999999,2248.945740740741,1,VIP
CUST_0331,5,7,55,1280.05,182.8642857142857,3,Standard
CUST_0332,4,7,27,746.27,106.61,3,Standard
CUST_0333,91,4,17,571.3199999999999,142.82999999999998,2,Dormant
CUST_0334,5,20,149,5802.079999999999,290.1039999999999,1,VIP
CUST_0335,158,1,2,138.48,138.48,0,At Risk / Lost
CUST_0336,15,22,126,4605.27,209.33045454545456,1,VIP
CUST_0337,49,1,11,85.24000000000001,85.24000000000001,0,At Risk / Lost
CUST_0338,113,2,14,648.19,324.095,2,Dormant
CUST_0339,9,4,36,1383.9299999999998,345.98249999999996,3,Standard
CUST_0340,21,3,17,595.63,198.54333333333332,3,Standard
CUST_0341,26,28,211,16655.879999999997,594.852857142857,1,VIP
CUST_0342,109,1,2,35.42,35.42,0,At Risk / Lost
CUST_0343,85,7,58,2768.36,395.48,2,Dormant
CUST_0344,218,1,7,317.12,317.12,0,At Risk / Lost
CUST_0345,38,1,1,17.37,17.37,0,At Risk / Lost
CUST_0346,10,2,14,314.77,157.385,3,Standard
CUST_0347,190,2,5,120.00999999999999,60.004999999999995,0,At Risk / Lost
CUST_0348,21,18,177,6168.49,342.69388888888886,1,VIP
CUST_0349,132,1,2,25.94,25.94,0,At Risk / Lost
CUST_0350,29,7,26,1329.43,189.91857142857143,2,Dormant
CUST_0351,65,23,145,6356.929999999999,276.3882608695652,1,VIP
CUST_0352,18,7,35,1110.9699999999998,158.70999999999998,3,Standard
CUST_0353,13,42,551,31763.690000000002,756.2783333333334,1,VIP
CUST_0354,229,1,3,20.64,20.64,0,At Risk / Lost
CUST_0355,35,20,128,4498.92,224.946,1,VIP
CUST_0356,89,6,37,1079.52,179.92,2,Dormant
CUST_0357,51,3,17,601.37,200.45666666666668,2,Dormant
CUST_0358,23,2,14,406.71,203.355,3,Standard
CUST_0359,25,20,221,11021.83,551.0915,1,VIP
CUST_0360,23,3,16,939.8400000000001,313.28000000000003,3,Standard
CUST_0361,8,32,670,68095.44,2127.9825,1,VIP
CUST_0362,8,17,114,4658.33,274.01941176470586,1,VIP
CUST_0363,181,1,2,59.68,59.68,0,At Risk / Lost
CUST_0364,2,11,115,5660.0999999999985,514.5545454545453,1,VIP
CUST_0365,11,2,20,638.7800000000001,319.39000000000004,3,Standard
CUST_0366,215,3,18,412.8,137.6,0,At Risk / Lost
CUST_0367,1,34,370,32069.24,943.2129411764706,1,VIP
CUST_0368,6,21,115,6334.679999999999,301.65142857142854,1,VIP
CUST_0369,114,1,6,95.76,95.76,0,At Risk / Lost
CUST_0370,3,6,39,1492.7699999999998,248.79499999999996,3,Standard
CUST_0371,36,7,64,2175.27,310.7528571428571,2,Dormant
CUST_0372,112,1,3,91.89,91.89,0,At Risk / Lost
CUST_0373,238,1,3,42.69,42.69,0,At Risk / Lost
CUST_0374,126,5,22,509.55,101.91,2,Dormant
CUST_0375,216,1,4,55.56,55.56,0,At Risk / Lost
CUST_0376,55,4,32,900.4100000000001,225.10250000000002,2,Dormant
CUST_0377,40,9,99,3914.1600000000003,434.9066666666667,2,Dormant
CUST_0378,155,1,4,188.88,188.88,0,At Risk / Lost
CUST_0379,166,5,32,783.99,156.798,2,Dormant
CUST_0380,15,23,148,4289.86,186.51565217391303,1,VIP
CUST_0381,89,1,4,43.84,43.84,0,At Risk / Lost
CUST_0382,19,7,31,855.49,122.21285714285715,3,Standard
CUST_0383,1,39,628,45569.69,1168.4535897435899,1,VIP
CUST_0384,10,15,130,7009.4,467.2933333333333,1,VIP
CUST_0385,76,5,38,797.02,159.404,2,Dormant
CUST_0386,14,20,170,6633.02,331.651,1,VIP
CUST_0387,40,8,83,4366.6,545.825,2,Dormant
CUST_0388,109,1,4,144.8,144.8,0,At Risk / Lost
CUST_0389,35,7,22,522.0500000000001,74.57857142857144,2,Dormant
CUST_0390,6,7,44,1959.31,279.90142857142854,3,Standard
CUST_0391,51,7,41,1212.02,173.1457142857143,2,Dormant
CUST_0392,317,1,3,104.13,104.13,0,At Risk / Lost
CUST_0393,1,3,10,376.31,125.43666666666667,3,Standard
CUST_0394,36,1,2,42.5,42.5,0,At Risk / Lost
CUST_0395,199,2,9,337.89,168.945,0,At Risk / Lost
CUST_0396,37,4,21,943.5999999999999,235.89999999999998,2,Dormant
CUST_0397,51,9,30,760.7199999999999,84.52444444444444,2,Dormant
CUST_0398,181,1,9,184.52999999999997,184.52999999999997,0,At Risk / Lost
CUST_0399,47,3,12,332.89,110.96333333333332,2,Dormant
CUST_0400,5,9,95,3235.33,359.4811111111111,3,Standard
CUST_0401,282,1,4,92.8,92.8,0,At Risk / Lost
CUST_0402,50,1,4,263.6,263.6,0,At Risk / Lost
CUST_0403,13,10,56,2148.7,214.86999999999998,3,Standard
CUST_0404,2,23,144,6074.459999999999,264.1069565217391,1,VIP
CUST_0405,74,1,4,126.12,126.12,0,At Risk / Lost
CUST_0406,70,7,56,1982.3400000000001,283.1914285714286,2,Dormant
CUST_0407,5,6,48,1376.07,229.345,3,Standard
CUST_0408,348,1,5,120.9,120.9,0,At Risk / Lost
CUST_0409,6,13,148,6353.67,488.74384615384616,1,VIP
CUST_0410,20,12,63,2481.7299999999996,206.8108333333333,1,VIP
CUST_0411,59,6,43,1025.83,170.97166666666666,2,Dormant
CUST_0412,43,2,20,691.6899999999999,345.84499999999997,2,Dormant
CUST_0413,4,11,69,2928.3900000000003,266.21727272727276,1,VIP
CUST_0414,233,2,3,111.35,55.675,0,At Risk / Lost
CUST_0415,212,1,2,82.92,82.92,0,At Risk / Lost
CUST_0416,53,2,16,892.9,446.45,2,Dormant
CUST_0417,1,15,67,4053.2,270.2133333333333,1,VIP
CUST_0418,114,7,24,1355.83,193.69,2,Dormant
CUST_0419,194,4,17,365.02,91.255,2,Dormant
CUST_0420,38,6,26,1094.49,182.415,2,Dormant
CUST_0421,295,1,5,83.36999999999999,83.36999999999999,0,At Risk / Lost
CUST_0422,102,3,21,558.5600000000001,186.1866666666667,2,Dormant
CUST_0423,204,1,3,135.72,135.72,0,At Risk / Lost
CUST_0424,38,6,35,1469.6200000000001,244.9366666666667,2,Dormant
CUST_0425,122,5,23,804.08,160.816,2,Dormant
