customerID,Churn,Churn_Probability,Risk_Tier
3645-DEYGF,No,0.305433292352718,Medium
9323-HGFWY,No,0.4582307011843193,Medium
8544-GOQSH,No,0.6156574632322692,High
3363-DTIVD,No,0.12129112268986715,Low
7018-WBJNK,No,0.7660916196482851,Critical
9142-KZXOP,No,0.4698012558601011,Medium
7674-YTAFD,No,0.30316050847211434,Medium
6348-SNFUS,No,0.03638349203847861,Low
1285-OKIPP,Yes,0.8598041545216359,Critical
7825-ECJRF,Yes,0.766263143845059,Critical
1347-KTTTA,No,0.25406969722283873,Low
7841-TZDMQ,Yes,0.635595598781105,High
4195-NZGTA,No,0.7114703133739492,Critical
7157-SMCFK,No,0.017967368694173067,Low
4709-LKHYG,No,0.10389652605845084,Low
2504-DSHIH,No,0.8242445223340505,Critical
0699-NDKJM,No,0.30619194448907094,Medium
9286-BHDQG,No,0.018545443269750952,Low
0230-WEQUW,No,0.04816883854944225,Low
2040-LDIWQ,No,0.06361755240559164,Low
6496-JDSSB,No,0.815313707631245,Critical
9408-SSNVZ,Yes,0.8476463856729042,Critical
4443-EMBNA,No,0.019275763070285473,Low
6469-MRVET,No,0.28363102359432474,Low
0742-MOABM,Yes,0.44403702769569353,Medium
5961-VUSRV,No,0.20104743285193794,Low
6778-JFCMK,No,0.4107439839431543,Medium
6341-JVQGF,No,0.21706052838744155,Low
2232-DMLXU,Yes,0.6323552610365749,High
4811-JBUVU,No,0.6840195070103896,High
0945-TSONX,No,0.08555779933935687,Low
2651-ZCBXV,No,0.20490892641628725,Low
3316-UWXUY,No,0.4163128929533123,Medium
8937-RDTHP,Yes,0.8010094028918024,Critical
7083-MIOPC,No,0.014426177596175017,Low
1984-GPTEH,No,0.29040172306987155,Low
1251-KRREG,Yes,0.6961497097924154,High
0621-JFHOL,No,0.24158413399137268,Low
9903-LYSAB,No,0.838594077759037,Critical
0094-OIFMO,Yes,0.8953789309709991,Critical
9227-UAQFT,No,0.0800143720867102,Low
7301-ABVAD,No,0.0425693694221759,Low
6614-FHDBO,No,0.10493726488547499,Low
7576-ASEJU,No,0.1655305481477467,Low
9058-HRZSV,No,0.3562612905791628,Medium
4522-AKYLR,No,0.6549161811735387,High
0221-WMXNQ,No,0.7377585896952203,Critical
0303-UNCIP,No,0.2702514333459033,Low
9947-OTFQU,Yes,0.8174755844480147,Critical
0322-YINQP,Yes,0.5564212148965554,High
0959-WHOKV,No,0.46123272500927276,Medium
4075-JFPGR,No,0.309660367161044,Medium
4629-NRXKX,Yes,0.759482667155747,Critical
9514-JDSKI,Yes,0.7727807797009352,Critical
3282-ZISZV,No,0.20385938120578886,Low
3675-YDUPJ,No,0.38569298876000874,Medium
4111-BNXIF,No,0.0857359396886982,Low
7017-VFHAY,No,0.09255860387664717,Low
6655-LHBYW,No,0.2761822827555372,Low
4959-JOSRX,Yes,0.6347772055138745,High
5046-NUHWD,No,0.6016592882017361,High
7273-TEFQD,Yes,0.848269138571753,Critical
3606-TWKGI,Yes,0.9109005750308057,Critical
7529-ZDFXI,No,0.6978728642299152,High
7605-BDWDC,No,0.13819593088584722,Low
1950-KSVVJ,No,0.3232521514387392,Medium
0123-CRBRT,No,0.04748272233618674,Low
6292-TOSSS,No,0.03654953894307215,Low
3197-ARFOY,No,0.7369862292311304,Critical
6323-AYBRX,Yes,0.0242847556864197,Low
7014-ZZXAW,No,0.028168533040142586,Low
4385-GZQXV,Yes,0.8451998920852224,Critical
7633-MVPUY,No,0.053787675806741875,Low
6366-ZGQGL,Yes,0.6413624992013114,High
4716-HHKQH,No,0.7829475269228983,Critical
5940-AHUHD,Yes,0.7676142414025068,Critical
6432-TWQLB,Yes,0.797835803073389,Critical
4484-GLZOU,Yes,0.7303139469405827,Critical
3179-GBRWV,No,0.4645706979651155,Medium
8645-KWHJO,No,0.7369090678774911,Critical
4130-MZLCC,No,0.48413553697943423,Medium
0314-TKOSI,No,0.3740357361337666,Medium
8229-MYEJZ,No,0.5334267177522025,High
2080-SRCDE,No,0.36102850841823536,Medium
9577-WJVCQ,No,0.12903614651973208,Low
9512-UIBFX,Yes,0.7338745269404336,Critical
6202-DYYFX,No,0.5809301348723243,High
3808-HFKDE,No,0.5986446287717334,High
5583-SXDAG,Yes,0.8124394377236305,Critical
3488-PGMQJ,Yes,0.8458766727905153,Critical
3580-REOAC,Yes,0.5865030758269013,High
7534-BFESC,Yes,0.8307484467555429,Critical
3727-OWVYD,No,0.10717642638896631,Low
2294-SALNE,No,0.2507160568820764,Low
4847-TAJYI,No,0.9206049032665732,Critical
1563-IWQEX,No,0.28519371840128804,Low
8203-XJZRC,No,0.36133907343804955,Medium
6556-DBKZF,No,0.08755473989282059,Low
6851-WEFYX,No,0.8620401783909981,Critical
2985-JUUBZ,No,0.6048514695216773,High
6390-DSAZX,Yes,0.6953683558531395,High
0895-LMRSF,No,0.4491011686054144,Medium
8098-LLAZX,Yes,0.9398077908499787,Critical
8266-VBFQL,No,0.8328451816042705,Critical
8181-YHCMF,No,0.04119838287342645,Low
2240-HSJQD,No,0.580073116640216,High
1248-DYXUB,No,0.029802354550611757,Low
0265-EDXBD,Yes,0.7984541043714121,Critical
4115-BNPJY,No,0.11125198935024579,Low
3167-SNQPL,No,0.7308997850003089,Critical
4091-TVOCN,No,0.19721265161682994,Low
1098-TDVUQ,No,0.42595444665389576,Medium
7277-OZCGZ,No,0.717935918835954,Critical
1557-EMYVT,No,0.18233690280519743,Low
2799-ARNLO,No,0.8684497615410444,Critical
7563-BIUPC,Yes,0.8756050784073235,Critical
5027-YOCXN,No,0.22125547194197812,Low
3973-SKMLN,No,0.022196256574522996,Low
2321-OMBXY,Yes,0.11380165747739929,Low
2840-XANRC,Yes,0.8769755922545648,Critical
6745-JEFZB,No,0.6181103041905953,High
5020-ZSTTY,Yes,0.15095959781663532,Low
9880-TDQAC,No,0.07398173632965174,Low
8705-WZCYL,No,0.728673986620991,Critical
7102-JJVTX,No,0.19523806235071378,Low
8626-PTQGE,No,0.0645717516045745,Low
4983-CLMLV,No,0.5642884122196472,High
5701-YVSVF,No,0.8243700405744305,Critical
5804-LEPIM,Yes,0.877064049945804,Critical
5697-GOMBF,No,0.65353990700621,High
2739-CACDQ,No,0.7945067956005183,Critical
9385-EHGDO,No,0.051295243354274725,Low
9498-FIMXL,No,0.23856205139940426,Low
2379-GYFLQ,No,0.4475678771064664,Medium
0122-OAHPZ,Yes,0.8738898932345853,Critical
2868-SNELZ,Yes,0.8008012382143779,Critical
4322-RCYMT,Yes,0.08454249029160531,Low
6680-NENYN,Yes,0.4636911511441827,Medium
2088-IEBAU,No,0.08974121308173932,Low
7982-VCELR,No,0.7038187326415026,Critical
1343-EHPYB,Yes,0.6798061952220988,High
6035-BXTTY,No,0.25075698994890117,Low
6885-PKOAM,No,0.044066224688011024,Low
7520-HQWJU,No,0.11256750650992697,Low
9639-BUJXT,No,0.04094484806384631,Low
5924-SNGKP,No,0.07648727174492882,Low
0021-IKXGC,No,0.9144102935337199,Critical
2034-GDRCN,Yes,0.9129059514959496,Critical
8966-SNIZF,No,0.015343862202056415,Low
6243-OZGFH,No,0.7683935455271699,Critical
4654-DLAMQ,No,0.14829381098644295,Low
0513-RBGPE,No,0.08168157946237367,Low
5160-UXJED,No,0.2486336091721052,Low
4115-NZRKS,No,0.9188763628115202,Critical
0219-YTZUE,Yes,0.7800334544936022,Critical
0623-IIHUG,Yes,0.6300081303185596,High
4572-DVCGN,Yes,0.8174748513587112,Critical
3351-NGXYI,No,0.6124046524575051,High
8984-EYLLL,No,0.229012956138756,Low
9057-MSWCO,Yes,0.36084893200777596,Medium
9833-TGFHX,No,0.4190146969119466,Medium
9294-TDIPC,No,0.28235026164610433,Low
5229-DTFYB,No,0.2412064651039003,Low
0104-PPXDV,No,0.09898304246514819,Low
5176-LMJXE,No,0.04571233001025538,Low
3583-KRKMD,No,0.6201072414430783,High
1010-DIAUQ,Yes,0.819516145091509,Critical
9069-LGEUL,No,0.4361662586776967,Medium
7302-ZHMHP,No,0.3618984807986899,Medium
9571-EDEBV,No,0.38788737945515755,Medium
3520-FJGCV,No,0.10601043914985112,Low
6563-VRERX,No,0.07392244968232715,Low
0259-GBZSH,Yes,0.9099036502946055,Critical
6122-EFVKN,No,0.08921963920357114,Low
2805-EDJPQ,No,0.23932896795782355,Low
6862-CQUMB,No,0.6958805070043157,High
7156-MXBJE,No,0.17938948632877577,Low
6158-HDPXZ,No,0.6596459636635725,High
9601-BRXPO,Yes,0.7518188404289798,Critical
2863-IMQDR,No,0.07414985289714617,Low
5686-CMAWK,No,0.5025976432722676,High
5651-CRHKQ,No,0.2446888073986656,Low
6905-NIQIN,Yes,0.5471854855489099,High
8204-YJCLA,No,0.056194284823815735,Low
5167-ZFFMM,Yes,0.8730061011919024,Critical
6583-SZVGP,No,0.3248747875013965,Medium
4895-TMWIR,Yes,0.3342218223920031,Medium
0533-BNWKF,Yes,0.6249056528523401,High
1708-PBBOA,No,0.24945424178146466,Low
8782-LKFPK,No,0.7080253028196553,Critical
5522-JBWMO,No,0.6001556236684554,High
3597-MVHJT,No,0.8187661770775492,Critical
9774-NRNAU,No,0.5677925039651922,High
0224-RLWWD,No,0.7555700648307384,Critical
9967-ATRFS,No,0.2440101067781797,Low
3951-NJCVI,No,0.8356637722930005,Critical
2977-CEBSX,No,0.06447038876312461,Low
0177-PXBAT,No,0.7190739811978889,Critical
6599-CEBNN,Yes,0.5918151298520897,High
2519-ERQOJ,No,0.662838940298589,High
5876-QMYLD,No,0.09551667724887573,Low
2277-AXSDC,No,0.0872057046713178,Low
9442-JTWDL,No,0.14995047267692987,Low
0979-PHULV,Yes,0.5211452452681303,High
3067-SVMTC,No,0.04066415202380168,Low
5495-GPSRW,No,0.10066770765434674,Low
7606-BPHHN,No,0.02163067957623372,Low
4742-DRORA,No,0.21626944625137354,Low
0111-KLBQG,No,0.7447868297665572,Critical
4800-VHZKI,Yes,0.4449942331825103,Medium
7989-CHGTL,Yes,0.45472672570812683,Medium
0334-GDDSO,Yes,0.8877397059841732,Critical
4163-NCJAK,No,0.10655356788110992,Low
5233-AOZUF,No,0.775642372222683,Critical
5973-EJGDP,No,0.5295172388778974,High
1996-DBMUS,No,0.5543992296492904,High
7916-VCCPB,No,0.5733592573413914,High
4686-GEFRM,No,0.12293323439950853,Low
5249-QYHEX,No,0.057738249730470315,Low
0578-SKVMF,Yes,0.6926204037754494,High
5564-NEMQO,Yes,0.8361862018617163,Critical
2233-FAGXV,No,0.4223406151265958,Medium
5605-IYGFG,No,0.7807922111751164,Critical
7663-ZTEGJ,No,0.329495965184806,Medium
3935-TBRZZ,No,0.07020881417260764,Low
8111-BKVDS,No,0.39482884484864544,Medium
2055-SIFSS,No,0.2723790154037596,Low
2806-MLNTI,No,0.5273256528816332,High
8734-DKSTZ,No,0.8165716076699444,Critical
4360-PNRQB,No,0.7728810457356516,Critical
6152-ONASV,No,0.056716147933458805,Low
9063-ZGTUY,Yes,0.09682368633552457,Low
7781-HVGMK,No,0.04517764867575859,Low
2181-UAESM,No,0.5211573853074282,High
2957-LOLHO,Yes,0.5669019327082229,High
6048-NJXHX,No,0.07208828386861248,Low
2320-SLKMB,No,0.4933714611863046,Medium
4980-URKXC,No,0.07704114247659687,Low
4376-KFVRS,No,0.10197670084533071,Low
5886-VLQVU,No,0.6472380512665975,High
3577-AMVUX,No,0.4702661682503608,Medium
0771-WLCLA,No,0.7779004938049823,Critical
5628-RKIFK,No,0.5329450344520951,High
0206-TBWLC,No,0.337410256629599,Medium
2937-FTHUR,No,0.4773323717023798,Medium
1910-FMXJM,No,0.6708414728935894,High
7752-XUSCI,Yes,0.6794020030176913,High
4110-PFEUZ,Yes,0.7677862241631789,Critical
0732-OCQOC,No,0.03736198719306273,Low
5168-MSWXT,No,0.8762844041730546,Critical
1090-ESELR,No,0.05441332162814256,Low
8592-PLTMQ,No,0.05121676963560504,Low
5760-WRAHC,No,0.49061476083029415,Medium
8847-GEOOQ,No,0.30072973725135266,Medium
0256-LTHVJ,Yes,0.7425129639011515,Critical
4785-FCIFB,No,0.02851148276692266,Low
8313-NDOIA,No,0.8653553760375868,Critical
5149-CUZUJ,No,0.2741662406133664,Low
0942-KOWSM,No,0.08482231007139894,Low
4237-CLSMM,No,0.3514115623832099,Medium
1452-VOQCH,No,0.8925535922087624,Critical
4719-UMSIY,No,0.2796046643030008,Low
6614-VBEGU,No,0.5844205064977839,High
0880-TKATG,Yes,0.8740429347377652,Critical
3811-VBYBZ,Yes,0.9152597021174078,Critical
1480-BKXGA,No,0.14056875197059557,Low
2996-XAUVF,No,0.0717516496923759,Low
9076-AXYIK,No,0.23738612388152738,Low
5968-XQIVE,No,0.2989183834276306,Low
8896-RAZCR,No,0.028283870831110395,Low
4640-UHDOS,Yes,0.5663204394523256,High
4933-IKULF,No,0.1617829100346354,Low
3583-EKAPL,Yes,0.7877857917023083,Critical
1304-BCCFO,No,0.7351092985003292,Critical
4104-PVRPS,No,0.28296306578031877,Low
9399-APLBT,Yes,0.8083866990497314,Critical
2359-KMGLI,Yes,0.7837057918822928,Critical
3780-DDGSE,No,0.4664462214013016,Medium
4431-EDMIQ,No,0.49546000168397214,Medium
0306-JAELE,Yes,0.8595050304711749,Critical
6227-HWPWX,Yes,0.6116348657538201,High
0486-LGCCH,No,0.07281085726305365,Low
0447-BEMNG,Yes,0.3291374447161319,Medium
4612-SSVHJ,No,0.848999157132372,Critical
5168-MQQCA,No,0.248221958171058,Low
5949-XIKAE,Yes,0.8182539987789357,Critical
7971-HLVXI,No,0.1570358679856488,Low
9094-AZPHK,No,0.8911768272427617,Critical
3649-JPUGY,No,0.05875338625054445,Low
4472-LVYGI,No,0.3889308372952883,Medium
8372-JUXUI,Yes,0.8701624263859611,Critical
3552-CTCYF,No,0.20989783221123046,Low
6778-YSNIH,No,0.7422077378981576,Critical
0388-EOPEX,Yes,0.7782976756048177,Critical
5756-OZRIO,No,0.16788868160657838,Low
6579-JPICP,No,0.360307351716782,Medium
8205-OTCHB,Yes,0.4487206896046416,Medium
4134-BSXLX,No,0.22227400422833887,Low
0505-SPOOW,No,0.015186626384862153,Low
6235-VDHOM,Yes,0.707674941994676,Critical
7783-YKGDV,Yes,0.7413350534165902,Critical
4374-YMUSQ,No,0.36578581860590237,Medium
4513-CXYIX,No,0.10453870028084525,Low
3957-HHLMR,No,0.05991309279815233,Low
7803-XOCCZ,No,0.2887882852995948,Low
5736-YEJAX,No,0.03621405100272624,Low
5609-CEBID,Yes,0.8725236430447042,Critical
8981-FJGLA,No,0.7958454075309268,Critical
7218-HKQFK,Yes,0.8749979901967293,Critical
4636-QRJKY,Yes,0.770071992200186,Critical
1135-LMECX,No,0.3570920036005976,Medium
4332-MUOEZ,No,0.37212856477290474,Medium
8535-SFUTN,No,0.5846062928946475,High
5956-VKDTT,Yes,0.8964197504198607,Critical
8677-HDZEE,No,0.5172806194323768,High
2475-MROZF,No,0.5344268689802609,High
9412-GHEEC,Yes,0.586400270636249,High
3482-ABPKK,No,0.1386421749877592,Low
6705-LXORM,No,0.8173128061240983,Critical
0257-ZESQC,Yes,0.5789085639269752,High
7531-GQHME,No,0.2707140191339524,Low
5174-ITUMV,No,0.4002451019955654,Medium
4109-CYRBD,No,0.6333171906438578,High
0913-XWSCN,No,0.4625169888434849,Medium
6825-UYPFK,Yes,0.6634576469361531,High
8397-MVTAZ,Yes,0.8444392451156081,Critical
0750-EBAIU,No,0.2497689698245964,Low
8606-CIQUL,No,0.11570395515696494,Low
3571-DPYUH,No,0.2215352737432924,Low
7601-GNDYK,No,0.0373911309322137,Low
0356-OBMAC,No,0.1833743527456395,Low
8067-NIOYM,No,0.06159801378633586,Low
1403-GYAFU,No,0.012355137169912772,Low
4234-XTNEA,No,0.887223923364998,Critical
1297-VQDRP,No,0.2743827587896009,Low
9282-IZGQK,Yes,0.9182917312551384,Critical
5348-CAGXB,No,0.884801777377522,Critical
0621-HJWXJ,No,0.4237839592130203,Medium
5844-QVTAT,No,0.1308954602218474,Low
8905-IAZPF,No,0.2917360874185077,Low
5394-MEITZ,No,0.052900759813683765,Low
6859-QNXIQ,No,0.10134075828320542,Low
2782-LFZVW,No,0.7327440770727253,Critical
2866-IKBTM,No,0.3591485135218421,Medium
1342-JPNKI,Yes,0.8449257189006059,Critical
2817-NTQDO,Yes,0.5505775313117811,High
7129-AZJDE,No,0.4669880158728297,Medium
6986-IJDHX,Yes,0.5678694283013223,High
2560-PPCHE,No,0.28368677369252215,Low
4676-MQUEA,No,0.32177305734445044,Medium
8138-EALND,No,0.273209729094469,Low
3580-HYCSP,No,0.10573207136652664,Low
1352-HNSAW,No,0.09474330318257136,Low
2075-PUEPR,No,0.01936163066014684,Low
1982-FEBTD,No,0.08251177784699595,Low
5301-GAUUY,Yes,0.6647013240844875,High
5791-KAJFD,No,0.12590221582299196,Low
2654-VBVPB,No,0.33484729259776436,Medium
1154-HYWWO,No,0.11746650824060051,Low
2501-XWWTZ,No,0.7629008196534041,Critical
3716-UVSPD,No,0.6335838513545844,High
6815-ABQFQ,No,0.4140334681173868,Medium
7343-EOBEU,No,0.5087623203627456,High
3701-SFMUH,No,0.46744991969493593,Medium
6103-LIANB,No,0.25774363419965846,Low
7319-VENRZ,No,0.4667662454294314,Medium
5846-NEQVZ,No,0.030770403697591802,Low
6967-QIQRV,No,0.49249384965980875,Medium
5781-RFZRP,No,0.03074452472051714,Low
0939-YAPAF,Yes,0.8376708037970074,Critical
0308-IVGOK,No,0.32261000498343056,Medium
7293-LSCDV,No,0.023532661817707756,Low
7025-WCBNE,No,0.06493678522049916,Low
5756-JYOJT,No,0.2775487514543227,Low
4710-FDUIZ,Yes,0.36295740259590514,Medium
6030-REHUX,No,0.8044503538415032,Critical
9548-LIGTA,No,0.06217108039537183,Low
5150-LJNSR,No,0.2924219554149339,Low
8270-RKSAP,No,0.830243718217391,Critical
6522-YRBXD,No,0.7234759319460977,Critical
2640-LYMOV,No,0.44546600983975787,Medium
1218-VKFPE,Yes,0.24044834927648487,Low
3627-FHKBK,Yes,0.6554528217871117,High
2865-TCHJW,Yes,0.9204524879132028,Critical
1423-BMPBQ,No,0.39025450535574135,Medium
2393-DIVAI,No,0.42758752816685175,Medium
5192-EBGOV,Yes,0.9248283774197085,Critical
4568-KNYWR,No,0.0635850613527043,Low
